Cmpd_ID,MolLogP,HeavyAtomCount,HeavyAtomMolWt,HAccept,Heteroatoms,HDonor,MolWt,MolMR,RotableBonds,RingCount,Ipc,HallKierAlpha,NumValenceElectrons,SaturatedRings,AliphaticRings,AromaticRings,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,BalabanJ,BertzCT,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,NHOHCount,NOCount,FractionCSP3,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,Affinity,pIC50,Binary_value
CatS_1,4.008200000000004,51,703.558,9,16,0,753.9579999999997,190.6617999999994,11,6,185197742300.75806,-2.6600000000000006,282,3,4,2,1.0,1.7254901960784317,2.3529411764705883,0.4169870195121639,0.4169870195121639,0.3396066032043238,-0.3396066032043238,1.1792260872545473,1684.212262528461,38.076509595468174,15.749858549261226,8.939014060614635,36.501060274324594,24.184710317080842,29.82855173761653,18.104925039508807,14.468473194347967,10.828966259348057,7.8615584893153665,31.461544899471978,20.938835218426803,17.468087847484068,13.118731400251093,9.659221993380589,0,11,0.6857142857142857,303.06360582037996,14.699729192551436,19.170787034139305,8.417796984328938,22.57514294262173,11.761884949391115,6.06636706846161,58.20825143392108,112.08920341703394,23.266002276803647,0.0,0.0,21.837650612110597,0.0,6.176298517443475,31.17811649549704,0.0,33.68533965814437,0.0,88.61738060001964,70.91143044347136,35.01993218362728,11.257379486545458,33.59953556150171,0.0,136.91260820294366,45.29899847374586,0.0,62.77241349225376,23.094584680902607,0.0,11.257379486545458,13.17124514302446,0.0,11.761884949391115,21.763041162548056,29.00745294688015,67.9251815060407,94.72977412339209,16.437950128219455,4.899909730850478,9.581712665995665,23.6472938610822,5.098681808301039,31.17811649549704,0.0,71.09318827166827,33.704225053870594,4.918962056867623,1.7404551033644498,-0.04157707993828552,4.592833583079692,1.324890537584395,11.289908155699267,-3.5084511968464622,0.8855655146504618,1.23,5.910094888560603,0
CatS_2,3.617400000000004,49,659.4800000000004,8,15,1,701.8160000000003,176.43649999999946,11,6,83309648889.82088,-3.819999999999999,264,2,3,3,1.0408163265306123,1.836734693877551,2.510204081632653,0.4162423801774291,0.4162423801774291,0.35167201361167993,-0.35167201361167993,1.1953769798319849,1773.6814278909949,35.02162840795853,14.574254357069854,8.323099238831402,34.76057329831844,23.363343112034922,27.58382031566197,16.791849463610102,13.104863565087724,9.74801736246377,7.207144413725405,28.400316896589693,18.640161082874602,15.08730154340674,10.99772579402251,7.993685036064074,1,11,0.5294117647058824,284.06361129237627,15.116608065707286,19.254855824236035,8.417796984328938,22.57514294262173,0.0,12.13273413692322,62.05696266316005,93.40838146109199,23.93397029298287,0.0,0.0,21.837650612110597,0.0,6.176298517443475,31.178116495497047,0.0,34.186287321396954,0.0,76.79815992481123,38.97955121307428,70.67325644717064,11.257379486545458,21.837650612110597,5.316788604006331,94.12304720264481,58.264576502584454,0.0,60.18231857941797,42.59504598238274,0.0,11.257379486545458,13.17124514302446,0.0,0.0,27.670220891899557,30.98096565579966,54.487755859916035,69.87837636217583,16.437950128219455,24.395944776997908,9.581712665995665,15.200676855804016,5.098681808301039,31.178116495497047,0.0,70.53235284025612,33.316519533744234,7.470310302220397,1.944689341045039,-0.19989264130270712,9.17656301878082,2.682254211956804,4.09572760497185,-3.5185242116725552,0.0,3.42,5.465973893943866,0
CatS_3,5.729900000000009,51,718.5350000000003,8,17,0,764.9030000000001,182.59179999999944,11,6,158453845916.11615,-2.339999999999999,284,3,4,2,0.8823529411764706,1.568627450980392,2.1960784313725488,0.4169868069320518,0.4169868069320518,0.3396066032043238,-0.3396066032043238,1.1565191625157731,1650.3978419157736,38.386528997960546,15.560543276366367,9.247055054538896,36.5534665171319,24.07466797744011,28.81409005186696,17.766631936826762,14.175283286576256,10.796122810945208,7.911660569050515,30.44708321372241,20.600542115744744,17.2944710955814,13.081298140546494,9.817171668241373,0,9,0.7058823529411765,299.2739141445151,14.699729192551436,9.476340119217006,8.417796984328938,35.7463880856462,11.761884949391115,6.06636706846161,70.29193309221701,92.16594697689501,23.431054716218252,0.0,0.0,15.930470882759087,0.0,12.35259703488695,39.55482445444969,0.0,28.78542992729389,5.917906046161393,87.74600713478594,64.3666740375588,35.01993218362728,11.257379486545458,27.692355832150213,0.0,119.69522002512457,40.50446128967404,5.917906046161393,61.766582338724525,23.09458468090261,0.0,11.257379486545458,26.34249028604892,0.0,11.761884949391115,33.85724572615292,55.576185681118396,48.79382786506758,81.64026131156696,16.437950128219455,0.0,14.481622396846141,4.899909730850478,5.098681808301039,39.55482445444969,0.0,110.0032062333367,18.46848119311704,4.889336971982695,1.688986561570644,-0.822327255209975,4.1877770453566185,-3.0759835679087586,5.253799988616021,-3.5275722274825263,1.0176283899549046,0.31,6.508638306165728,0
CatS_4,5.1867000000000045,49,687.5260000000003,8,16,0,732.8860000000002,177.99379999999942,11,6,65480674578.93928,-2.269999999999999,272,3,4,2,0.9591836734693876,1.673469387755102,2.326530612244898,0.4169868069320518,0.4169868069320518,0.3396066032043238,-0.3396066032043238,1.170985235476792,1600.0914880504001,36.51852492471113,14.761092265570117,8.792421873059066,34.976116247942265,23.17660304310412,27.858775309668108,17.179584765986153,13.715348097941675,10.33321510760558,7.531546663991335,29.491768471523557,20.013494944904142,16.834535906946822,12.618390437206864,9.437057763182192,0,9,0.696969696969697,288.7434366271923,14.699729192551436,9.476340119217006,17.198627079678573,22.57514294262173,11.761884949391115,6.06636706846161,44.360777034539844,118.0971030345722,17.51314867005686,0.0,0.0,15.930470882759087,5.922529168094576,6.176298517443475,35.164409406774865,0.0,28.78542992729389,0.0,87.49223778543703,64.3666740375588,35.01993218362728,11.257379486545458,27.692355832150213,0.0,119.44145067577568,40.50446128967404,0.0,61.766582338724525,23.09458468090261,0.0,11.257379486545458,21.9520752383741,0.0,11.761884949391115,27.68557033064263,43.27857566845903,61.09143787772695,81.64026131156696,16.437950128219455,0.0,14.481622396846141,4.899909730850478,5.098681808301039,35.164409406774865,0.0,97.755419238657,18.503642093782247,4.896919660712363,1.8014032895354346,-2.1251011060722726,4.260290896293158,0.8083264216830681,5.310907193801068,-3.5077089036807827,1.0459012152887417,0.07,7.154901959985742,1
CatS_5,5.1867000000000045,49,687.5260000000003,8,16,0,732.8860000000002,177.99379999999942,11,6,63475783230.00745,-2.269999999999999,272,3,4,2,0.979591836734694,1.7551020408163265,2.4285714285714284,0.416986806932052,0.416986806932052,0.3396066032043238,-0.3396066032043238,1.179787807878358,1610.0914880504004,36.51852492471113,14.761092265570117,8.792421873059066,34.976116247942265,23.17660304310412,27.858775309668108,17.179584765986153,13.75340857379339,10.217445247900978,7.665177284947549,29.491768471523557,20.013494944904142,16.872596382798527,12.502620577502265,9.570688384138403,0,9,0.696969696969697,288.7434366271923,9.799819461700956,14.376249850067484,17.198627079678573,22.57514294262173,11.761884949391115,6.06636706846161,57.32635506337842,98.58676859982106,24.057905075969444,0.0,0.0,15.930470882759087,5.922529168094576,6.176298517443475,35.164409406774865,0.0,28.78542992729389,0.0,87.49223778543703,64.3666740375588,35.01993218362728,11.257379486545458,27.692355832150213,0.0,119.44145067577568,40.50446128967404,0.0,61.766582338724525,23.09458468090261,0.0,11.257379486545458,21.9520752383741,0.0,11.761884949391115,34.230326736555206,36.065851246367224,61.759405893906155,81.64026131156696,16.437950128219455,4.899909730850478,9.581712665995665,4.899909730850478,5.098681808301039,35.164409406774865,0.0,98.3749865438874,18.19845470648844,4.886976818492421,1.7120774991116967,-2.3173168759638667,4.194284719166756,1.4276390965934445,4.7993151461297385,-3.515168925884109,0.988751271978084,0.12,6.920818753952375,0
CatS_6,4.566400000000004,49,677.5400000000002,9,15,0,726.9319999999999,183.8437999999994,12,6,86862429600.62262,-2.1700000000000004,272,3,4,2,0.9591836734693876,1.673469387755102,2.326530612244898,0.4169868069320518,0.4169868069320518,0.3813588945769821,-0.3813588945769821,1.1664599098770656,1569.946397890966,36.61520370157427,15.603630898802102,8.834269754826819,34.760573298318434,23.401347914495712,28.58844492330313,17.554960643577477,13.794458040201533,10.613573220192967,7.7963458045574034,30.22143808515857,20.388870822495466,16.913645849206677,12.898748549794247,9.701856903748276,0,10,0.7058823529411765,291.89085316524324,19.436592146351487,9.476340119217006,8.417796984328938,22.57514294262173,11.761884949391115,6.06636706846161,57.202420280391856,112.36525732999772,23.617115057805165,0.0,0.0,15.930470882759087,0.0,6.176298517443475,31.120442265225268,0.0,28.78542992729389,0.0,87.67367500509077,71.47647157883631,35.01993218362728,11.257379486545458,27.692355832150213,0.0,126.73268543670694,45.24132424347409,0.0,61.766582338724525,23.094584680902607,0.0,11.257379486545458,13.17124514302446,0.0,11.761884949391115,21.763041162548056,23.45138599853016,55.52798638602996,95.11721472803859,28.389237192660364,13.176164609739144,4.681802935145185,14.699729192551436,9.835544762101087,26.38357931142522,0.0,76.41070914342313,19.118558588104136,4.957656015576463,2.1800276281418047,0.7998467006744326,4.546169073117404,3.690058322712983,7.174067512603184,-1.7525692395347765,1.208809588514575,0.27,6.568636235841013,0
CatS_7,3.1860000000000017,49,701.5840000000003,10,17,0,746.9440000000002,182.46659999999943,11,6,65480674578.93928,-2.1799999999999993,272,3,4,2,0.9591836734693876,1.673469387755102,2.326530612244898,0.4169868069320519,0.4169868069320519,0.3396066032043238,-0.3396066032043238,1.1750800441490563,1728.5972333213174,36.6055352695649,14.81582802180938,8.830081259872255,34.976116247942265,23.17660304310412,27.827591235041236,17.005197114313336,13.51121538091906,10.1826731000163,7.401605769757068,30.277080977824422,21.660474498277246,18.934039866385802,14.077013737143991,10.583980080421314,0,11,0.6875,290.67282208872973,14.699729192551436,9.476340119217006,16.835593968657875,22.57514294262173,11.761884949391115,6.06636706846161,44.360777034539844,105.25545978872015,29.018855883550444,0.0,9.837253136417502,15.930470882759087,0.0,6.176298517443475,34.80137629575416,0.0,28.78542992729389,0.0,68.72806537149043,75.87238125105237,35.01993218362728,11.257379486545458,37.52960896856771,0.0,133.44242570550358,50.341714426091535,0.0,48.9249390928725,23.09458468090261,0.0,11.257379486545458,13.17124514302446,0.0,11.761884949391115,31.600294298965554,28.85312682427543,68.6174991978551,87.20371280326393,16.437950128219455,0.0,14.481622396846141,4.899909730850478,5.098681808301039,34.80137629575416,0.0,94.23947379786837,18.650691791765897,4.911068795053803,1.888350087213445,0.7286758676975915,4.326280572134927,1.3790825971630998,5.761760043334519,-6.552670821942133,1.0839539363771769,0.15,6.823908740944319,0
CatS_8,5.577600000000007,49,673.5520000000001,8,14,0,724.9599999999998,186.8277999999994,11,6,63475783230.00745,-2.1300000000000003,272,3,4,2,0.979591836734694,1.7551020408163265,2.4285714285714284,0.4169868069320519,0.4169868069320519,0.3396066032043238,-0.3396066032043238,1.1797878078783584,1603.886341368429,36.653878658250825,14.846264633343461,8.851031965165408,34.976116247942265,23.17660304310412,29.10284636364964,17.801620292976924,15.061671080913053,10.725167916479752,8.163282799138859,30.735839525505085,20.635530471894914,18.18085888991821,13.010343246081035,10.068793898329735,0,9,0.7142857142857143,293.14225005013293,14.699729192551436,9.476340119217006,8.417796984328938,22.57514294262173,11.761884949391115,19.913841467842854,69.16216715570121,98.7107033828076,17.51314867005686,0.0,0.0,15.930470882759087,0.0,6.176298517443475,26.38357931142522,0.0,28.78542992729389,5.4149904693967805,95.41718301672371,64.3666740375588,35.01993218362728,11.257379486545458,27.692355832150213,0.0,113.51892150768113,40.50446128967404,5.4149904693967805,75.61405673810576,23.094584680902607,0.0,11.257379486545458,13.17124514302446,0.0,11.761884949391115,21.763041162548056,22.762410080178643,48.98322998011738,101.66197113395116,28.389237192660364,6.06636706846161,4.681802935145185,28.54720359193268,5.098681808301039,26.38357931142522,0.0,71.105059545725,19.227372392210565,4.970310151825754,2.44559068495608,0.8289576123150884,4.591606421033912,3.904255867553671,11.905033685768952,-3.461835592550775,1.2336492311617575,0.14,6.853871964321763,0
CatS_9,4.018800000000004,44,613.4970000000002,8,14,0,656.8410000000001,165.9487999999996,10,5,5308656832.983965,-2.1299999999999994,244,2,3,2,0.9545454545454546,1.6590909090909092,2.3181818181818183,0.4169868069320518,0.4169868069320518,0.34037438583657936,-0.34037438583657936,1.3701291180310404,1417.7042270615232,33.23952094784129,14.103971140929787,8.169441949895985,31.48455241637955,20.897016616846138,25.611282532086932,15.482492416539051,12.004263388896074,8.904057105943401,6.387385718530776,27.244275693942374,18.31640259545704,15.123451197901222,11.189232435544689,8.29289681772164,0,9,0.6666666666666666,262.32337063167927,9.799819461700956,14.376249850067484,8.417796984328938,22.57514294262173,11.761884949391115,12.48718869138762,44.484711817526396,99.71653453633681,17.51314867005686,0.0,0.0,15.930470882759087,0.0,6.176298517443475,26.38357931142522,0.0,28.78542992729389,0.0,63.18914011910707,70.91143044347136,35.01993218362728,11.257379486545458,27.692355832150213,0.0,114.0218370844457,40.50446128967404,0.0,49.42785466963712,23.09458468090261,0.0,11.257379486545458,13.17124514302446,0.0,11.761884949391115,21.763041162548056,17.347419610781856,49.610080339868546,75.85474985926055,34.81005881558637,12.990104268152232,9.581712665995665,9.799819461700956,5.098681808301039,26.38357931142522,0.0,70.37001259820751,18.31411537775874,4.908193105946082,2.1817631554727104,0.6500350479941442,4.199140194912495,1.469163938038739,9.303202323125118,-3.453331179454587,1.2243721046657343,0.61,6.214670164989233,0
CatS_10,4.661800000000005,46,633.9180000000002,7,13,0,681.2940000000002,175.59879999999941,11,6,21280846721.88544,-2.119999999999999,254,3,4,2,0.9565217391304348,1.673913043478261,2.369565217391304,0.3396066032043238,0.250136752597672,0.250136752597672,-0.3396066032043238,1.1162630728186582,1500.7365463109109,33.76865614310473,14.159613360789766,7.941129629263189,32.47611624794227,21.96527817769893,26.90170485437233,16.912374403743453,13.567930840750721,10.347295599253187,7.630341268128129,28.474130381318517,19.138650496017174,15.957568945810339,11.96573175455588,8.628921560112977,0,9,0.696969696969697,276.42698661992995,14.699729192551436,9.476340119217006,17.198627079678573,9.403897799597269,0.0,17.66730695869413,69.31062817800144,105.92664286013637,11.949697178359866,0.0,0.0,15.930470882759087,5.922529168094576,0.0,21.9931642637504,0.0,28.78542992729389,0.0,89.26209903832779,58.613820430812,40.04256549736861,11.257379486545458,27.53141077299161,0.0,113.68859706902887,40.748984395156576,0.0,68.18740396165055,18.199101205384828,5.022633313741326,11.257379486545458,8.78083009534964,0.0,11.600939890232516,15.945820321502161,12.841643245852019,55.992322741743095,105.87167863781944,10.560985174807637,0.0,12.13273413692322,25.447899196158232,16.699621698533555,21.9931642637504,0.0,55.759237144089155,18.85712733466584,5.746847396256614,4.755537055418339,-2.2331747830805035,6.288064107429465,7.915101050423582,6.9259938485454535,-3.3565849537437034,6.619629577773549,0.93,6.031517051446066,0
