Cmpd_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
CatS_1,-5.2008483715534535,8.545865631702702,-1.7988766478939597,0.8598938476981101,5.042386805282892,1.326282115229688,-1.7915773362720238,-0.10747206098512498,-2.8513932826711783,-0.3025793276011828,0.33113492122073485,0.4652272521695188,0.2646140162495651,-0.747417332751242,1.1573072968965423,1.1232286741425233,-0.6079231586494598,0.5816556204571854,-0.6694361535898986,-0.5623835120715752
CatS_2,-3.355026865033271,2.8635885824771012,-0.3154470532411169,-0.9017728798791912,3.320021177047262,1.195799004097148,-0.7028029669373332,-1.2210802076565377,-2.2013875647560472,2.8985667166419686,0.8310758756610451,-2.670726620759421,1.080056509639039,0.8405436853579706,0.3745729207171172,-0.4664395544220637,1.7638053295348208,-1.181820317756709,-3.0812494545122977,-2.2644619985884105
CatS_3,-6.534625558807019,8.531641449395782,-2.4163015362857903,1.9081447182844484,0.5204851980182229,-1.173577854567586,-2.113104426585535,1.7688318795418203,-0.6943061721657158,-1.376397785444864,0.8648845544328982,-1.5365188886640546,0.11123745798002231,-0.6878082902722725,1.502382254640626,1.6444719678794653,0.2630752877657074,0.3543009633389373,-1.1191743918254606,-0.7410313649509929
CatS_4,-6.2939436749269095,5.941464944162406,-2.7966262893983944,0.7145550315382719,1.4134283465785367,-0.44350624497690916,-3.482024857397787,1.5005847275646538,-0.4328392383793669,0.7609747924764988,-0.7173770931733,-1.6252573701485158,-0.31090713402977743,0.04408216618407657,0.4716502887606414,0.6389790209823974,-0.7459947553035834,2.690848535081306,-0.632677670675403,-0.6370775718165427
CatS_5,-6.50130090481531,5.576556075477595,-2.6686395400500964,0.7299076600932459,2.101227639604141,-0.4482185518807708,-2.735742206392462,1.7477187647882895,-0.09313689474508156,1.2854781226853638,-0.5893060289600536,-1.3316581300249928,-0.43806609343674463,-0.06813796046915374,0.20246655045849002,-0.14450276224228592,-0.26132895705666026,1.5604299981372831,-0.35701567692860314,-1.089923862791698
CatS_6,-5.2747570080735375,6.4279231924372615,-2.2820225253595106,1.8334290993488966,2.53521457553207,1.4706532234908214,-1.9530730189210852,0.38209235127152247,-2.157825607452474,-1.0793622192413668,-0.5788864078030953,-0.09785041312421956,-0.017088124599845916,-0.44303230389125536,0.6755967843652468,-0.09069734037935781,-0.03112874682523149,0.6753936388603408,-0.06241464306402715,-0.8843235903204163
CatS_7,-6.545634319078586,7.2353378034229845,-3.6257375117119715,-1.8634223948415851,3.7263432604064066,-0.5313528449212193,-3.428211432551622,0.0023502096033208974,0.11432863992309496,-4.216855491061021,0.91303955472703,-0.5460869642163829,4.042495733477883,6.296904819232009,2.961997008386201,-2.472238426445519,0.8984861517797242,1.5590114477298163,3.047514766210765,1.2259864911125775
CatS_8,-4.251592708835765,6.755432206682513,-3.628720328781156,4.120842313302406,2.8575599104721445,0.7368713448429302,-0.2270116784339608,0.6680039935439924,-1.2028241000866549,0.04663475082841094,-0.5929301349998972,0.3101626805947664,-0.31752201894267224,-0.19876546852948124,1.667181355222659,0.7900925492829983,-0.8709629994228807,0.5179123596159432,0.6832671405578784,-0.955260008717777
CatS_9,-5.0215297778882375,-1.1905399610347465,-2.9150632025391774,0.7682065716733285,1.4146875682967561,-0.1839996945311992,-2.32892065432591,0.8187996403074083,-3.4618430216811573,-0.5147287331817265,-0.30066703345824264,0.3588858288673807,0.1061484105768794,-0.539508709546486,0.19740284290937288,0.4752337949052615,1.2804705564663776,-0.1718239429272671,-0.6723473608089167,0.4921411968296206
CatS_10,-2.116211371451749,2.3260168388802853,-4.489287564503426,2.9396376803456343,3.2785074827608756,0.2900787954987989,-2.741493424276936,-0.18016409854561227,-0.47290997183234834,0.6290538032000718,-0.42040635307141416,-0.48560551792077594,0.19886012049548746,0.4618201592394488,-1.799829572203931,0.06051155416477334,-1.107733050010344,3.528342298210991,-1.2789476736470449,-0.2281787276017303
CatS_11,-6.092240446836518,2.6731606656955234,-2.4816647996029815,2.1064776472504096,2.845517240587593,0.9902118714508631,-0.8697135228786848,0.24912826435495988,-0.9817228959138284,-1.7652284675807801,-0.4944013274142496,0.15426675038060378,0.44614392414762655,-1.207963840268536,0.27622459424480783,-1.1916873518106577,1.7316562400104798,-1.51268318189028,0.0940452988020555,-0.16692544543325108
CatS_12,-7.9593714828506545,-0.7627335382504705,-0.46059062815403906,-1.7136022108204982,-0.3281028124438361,-2.424055612842692,-0.8836740320072016,3.0082321412067428,-0.369801244324669,-1.1168601491513492,1.467271020590707,-0.9889938053275715,0.2109033631181562,-0.5339009530373544,1.240032744772508,0.3817407739233179,1.3451951239495779,-2.2750161320179805,-0.9746738773683642,-0.4166129826542551
CatS_13,-6.087723222803051,5.658369796577195,1.682987800837563,-1.5499391595139749,2.0521729986450428,-1.1160892638209614,2.040214145532228,0.7297203246287637,-2.7120020535017964,0.17545111502033264,0.07610639072295326,-0.177874472633237,1.418313091384989,-0.7479155773252899,1.381805156706079,-0.2633504165351343,-0.08941340747577378,0.5559387436282253,-0.07817462365111284,0.6799890371064805
CatS_14,-5.535126239037861,11.535015384610276,0.6730192201650324,0.7327011481441668,3.3490003876821985,1.519606861394593,-0.18665716317924946,-0.6893056836956384,-3.069636126220378,-0.08952051793366059,-1.226887990919455,0.08941796519397625,0.77949157477649,-0.15413731512114306,1.3565167011429788,0.2911654115765466,-0.1683335300000068,1.1973506458649559,-0.2982773267926385,-0.3149215891744682
CatS_15,-4.970591252207278,8.957910378122381,-1.3161050011256215,1.765736628374593,3.7058769047928886,1.0225415374078892,-1.952621484782599,-2.011312834236572,-2.631277573930068,-0.29748271753023975,-0.9255162982204522,-0.3740544657446125,0.49234876865670246,-0.5607367589550094,1.1173728989584761,0.5469824600233474,0.14322925648318716,0.9087046002984034,-1.054606183781574,-0.7289317610891922
CatS_16,-5.1357608625522255,14.877803075475505,0.35539292251011223,1.801009635161656,2.7639163100278794,1.0735183019799128,1.1025351168932498,-0.4350804681552683,-3.1327577018579356,0.5963316675197327,-0.2809301496667125,0.5574257076570693,1.4670063481052276,-0.3413514521817698,1.3111988917412711,0.4249359787042759,-1.2237662232348012,1.4686157547425838,-0.769503258503461,0.9361055507138932
CatS_17,2.5634572101623734,-4.789620424248493,-4.771543143575346,0.8083480827317214,1.7905234814256639,1.5353481399860238,-0.25271633111216757,1.1555131547516462,-0.6168182854448805,-1.0254280189798861,0.2379639669244205,0.5310733578690278,-0.4722110425681116,-0.10585981819711317,-1.3840595018035717,0.000314198690565116,1.08474285981947,-0.11510662992301329,-0.6409961512628453,0.4039201867983714
CatS_18,2.7778450356090953,-3.278918762180461,-4.936442518839584,1.316061951586885,1.7872065577413376,1.4161437680781686,-0.019767297333991705,1.1180990700016766,-0.6886281687334143,-0.9525827249361758,0.23118632156280527,0.6067926856600495,-0.5419213097514564,-0.14720186848875352,-1.5146540430692028,-0.2334949116454434,1.1846608515348298,-0.14479927007837431,-0.5460956657485385,0.2434117308846773
